tissue,age,protein_id,abundance
Heart,24,P0592,12.492707248509491
Heart,24,P0593,6.7431910562502875
Heart,24,P0594,4.881287590066522
Heart,24,P0595,6.114015385505751
Heart,24,P0596,2.87721948898844
Heart,24,P0597,6.229078713035807
Heart,24,P0598,3.2799785481111483
Heart,24,P0599,4.954096419880683
Heart,24,P0600,10.942571332213072
Heart,24,P0601,7.315500670105241
Heart,24,P0602,2.5810047759834394
Heart,24,P0603,10.468533483627931
Heart,24,P0604,6.253999714324103
Heart,24,P0605,4.5365640550568225
Heart,24,P0606,9.830471051994044
Heart,24,P0607,5.681168698328528
Heart,24,P0608,3.1207840444779484
Heart,24,P0609,19.032858826412024
Heart,24,P0610,6.215888061429324
Heart,24,P0611,5.9813718488363445
Heart,24,P0612,4.925461458853466
Heart,24,P0613,12.749097874713787
Heart,24,P0614,4.583917425505457
Heart,24,P0615,2.4855479921444026
Heart,24,P0616,4.179846290967129
Heart,24,P0617,13.923051262463403
Heart,24,P0618,10.347659587988762
Heart,24,P0619,5.389602739221753
Heart,24,P0620,14.3168069094739
Heart,24,P0621,9.837940671354557
Heart,24,P0622,5.352305765794135
Heart,24,P0623,5.685591442672586
Heart,24,P0624,7.652800885624846
Heart,24,P0625,3.8127430880615862
Heart,24,P0626,6.297697622197531
Heart,24,P0627,7.557867617823038
Heart,24,P0628,2.282568461989601
Heart,24,P0629,5.606288291583618
Heart,24,P0630,5.236468701804015
Heart,24,P0631,11.638538575388507
Heart,24,P0632,2.0767057708433385
Heart,24,P0633,4.995699581650377
Heart,24,P0634,4.704070896809799
Heart,24,P0635,11.173262515958928
Heart,24,P0636,6.118721251650582
Heart,24,P0637,18.45135589248109
Heart,24,P0638,9.344697775798751
Heart,24,P0639,4.9103600742163875
Heart,24,P0640,7.251992715695968
Heart,24,P0641,5.078621085494067
Heart,24,P0642,10.51832237774159
Heart,24,P0643,2.8240229391532266
Heart,24,P0644,3.831527254058752
Heart,24,P0645,8.255626943697864
Heart,24,P0646,13.104228177033535
Heart,24,P0647,1.6758155005876594
Heart,24,P0648,14.327256902394199
Heart,24,P0649,5.774201586588707
Heart,24,P0650,2.0282149948304316
Heart,24,P0651,1.0371166028127785
Heart,24,P0652,2.508912597077536
Heart,24,P0653,6.206878775764234
Heart,24,P0654,6.0372115884995825
Heart,24,P0655,9.183435125609908
Heart,24,P0656,4.516732182783176
Heart,24,P0657,3.2305640246813065
Heart,24,P0658,4.901931141108103
Heart,24,P0659,6.408641042777133
Heart,24,P0660,7.213431306683799
Heart,24,P0661,3.911739855823466
Heart,24,P0662,10.787079665634751
Heart,24,P0663,4.325998615407415
Heart,24,P0664,3.7271752946603223
Heart,24,P0665,4.536002714324162
Heart,24,P0666,11.96978042857015
Heart,24,P0667,5.799682639558517
Heart,24,P0668,4.140319540938853
Heart,24,P0669,10.947878801854133
Heart,24,P0670,22.717378277328315
Heart,24,P0671,7.122726952802394
Heart,24,P0672,13.167959219909745
Heart,24,P0673,11.694607531869629
Heart,24,P0674,4.367091467789494
Heart,24,P0675,6.381872686317367
Heart,24,P0676,2.909421582947851
Heart,24,P0677,5.553985125300652
Heart,24,P0678,4.313574233783772
Heart,24,P0679,4.932024220592361
Heart,24,P0680,4.005001886971016
Heart,24,P0681,5.2868520101202705
Heart,24,P0682,8.643613134478736
Heart,24,P0683,5.846165195966473
Heart,24,P0684,2.052086646586339
Heart,24,P0685,4.014082212334493
Heart,24,P0686,2.5239912020790207
Heart,24,P0687,7.2711699428762735
Heart,24,P0688,8.494946768889884
Heart,24,P0689,7.325855966820754
Heart,24,P0690,3.915873553831044
Heart,24,P0691,7.2833682577831045
Heart,24,P0692,4.737040231982161
Heart,24,P0693,3.172582105507324
Heart,24,P0694,9.802515361933583
Heart,24,P0695,10.260460509851505
Heart,24,P0696,11.09859317341678
Heart,24,P0697,4.359999359611131
Heart,24,P0698,12.744482822089505
Heart,24,P0699,4.670806335878926
Heart,24,P0700,9.295978278208844
Heart,24,P0701,4.622489780417621
Heart,24,P0702,5.4908977802649925
Heart,24,P0703,1.469282749298204
Heart,24,P0704,5.2400610123954126
Heart,24,P0705,6.633516465683568
Heart,24,P0706,4.910870906371433
Heart,24,P0707,18.014804847322875
Heart,24,P0708,3.1267728030337185
Heart,24,P0709,4.47869777182201
Heart,24,P0710,3.649380782275222
Heart,24,P0711,4.4781718014448355
Heart,24,P0712,11.661920879040865
Heart,24,P0713,15.24574041668367
Heart,24,P0714,4.124750379730455
Heart,24,P0715,4.070136532124164
Heart,24,P0716,3.1368022250895287
Heart,24,P0717,13.752935639978439
Heart,24,P0718,12.305960206566949
Heart,24,P0719,5.8937471893262385
Heart,24,P0720,2.7177968017324483
Heart,24,P0721,2.867623193907577
Heart,24,P0722,6.957768052000609
Heart,24,P0723,8.732780526211673
Heart,24,P0724,1.8181039775461643
Heart,24,P0725,5.179430583063148
Heart,24,P0726,16.584335482840334
Heart,24,P0727,5.512264652976898
Heart,24,P0728,15.352278891128668
Heart,24,P0729,9.27116223697358
Heart,24,P0730,3.276950649683361
Heart,24,P0731,5.2691986622429035
Heart,24,P0732,5.8139751465910345
Heart,24,P0733,3.5465458493991324
Heart,24,P0734,3.5098042153365303
Heart,24,P0735,15.510887950968742
Heart,24,P0736,3.494061100023441
Heart,24,P0737,11.995633593302095
Heart,24,P0738,4.833594450222908
Heart,24,P0739,6.184817339409173
Heart,24,P0740,8.798556917994613
Heart,24,P0741,4.385685170025575
Heart,24,P0742,8.830606147174503
Heart,24,P0743,1.8397381482741564
Heart,24,P0744,8.176837838379003
Heart,24,P0745,1.4281258578161222
Heart,24,P0746,5.481468472424991
Heart,24,P0747,10.48585138866877
Heart,24,P0748,9.123543352628415
Heart,24,P0749,2.881856726509969
Heart,24,P0750,3.11329743454505
Heart,24,P0751,4.154856314279606
Heart,24,P0752,7.023141239148789
Heart,24,P0753,1.8558098107851224
Heart,24,P0754,6.2310628800238685
Heart,24,P0755,7.571102479183703
Heart,24,P0756,5.299745295654674
Heart,24,P0757,8.60784202669869
Heart,24,P0758,7.18298881180586
Heart,24,P0759,4.53800965916705
Heart,24,P0760,1.9655408601561115
Heart,24,P0761,6.804124139507602
Heart,24,P0762,3.545346332859215
Heart,24,P0763,4.439205840018897
Heart,24,P0764,8.37252575044914
Heart,24,P0765,14.700494027940026
Heart,24,P0766,6.138896460447955
Heart,24,P0767,8.757583164069098
Heart,24,P0768,2.640038408721379
Heart,24,P0769,7.277556928186986
Heart,24,P0770,6.058955999296273
Heart,24,P0771,13.131548519602303
Heart,24,P0772,4.541266713337071
Heart,24,P0773,5.4330382084425715
Heart,24,P0774,11.855237473019479
Heart,24,P0775,5.943277774472015
Heart,24,P0776,3.2290121086232833
Heart,24,P0777,29.03381062452526
Heart,24,P0778,3.288151038755934
Heart,24,P0779,6.0415525376397685
Heart,24,P0780,7.732977408001543
Heart,24,P0781,7.374673100745871
Heart,24,P0782,5.604864313416128
Heart,24,P0783,5.621647937221165
Heart,24,P0784,5.454941803339736
Heart,24,P0785,3.2153002874927443
Heart,24,P0786,22.819435319741114
Heart,24,P0787,5.504062851873192
Heart,24,P0788,8.98574709751427
Heart,24,P0789,5.138130800787122
Heart,24,P0790,5.0765041593294065
Heart,24,P0791,4.778921401888135
Heart,24,P0792,2.478301874721258
Heart,24,P0793,5.7036617817522615
Heart,24,P0794,4.9198423037665435
Heart,24,P0795,12.684690273652336
Heart,24,P0796,3.0632026918511874
Heart,24,P0797,4.442391084218994
Heart,24,P0798,3.6634919983088827
Heart,24,P0799,14.924427601863853
Heart,24,P0800,3.727866192425345
Heart,24,P0801,8.800961504036984
Heart,24,P0802,11.241114052508218
Heart,24,P0803,5.753494006994144
Heart,24,P0804,2.749432343809508
Heart,24,P0805,2.770391802780664
Heart,24,P0806,10.52064491754684
Heart,24,P0807,2.9479931750790103
Heart,24,P0808,7.946225508659776
Heart,24,P0809,6.72673938324947
Heart,24,P0810,7.875530606844995
Heart,24,P0811,8.334736943274535
Heart,24,P0812,3.586865136003273
Heart,24,P0813,3.4979048084616546
Heart,24,P0814,9.644977860938457
Heart,24,P0815,4.305418321175187
Heart,24,P0816,1.2060999537968136
Heart,24,P0817,9.269544572887552
Heart,24,P0818,3.3727360446827315
Heart,24,P0819,8.312518214897006
Heart,24,P0820,14.48587707695052
Heart,24,P0821,6.3441843626611405
Heart,24,P0822,11.415140285716666
Heart,24,P0823,6.887854745310975
Heart,24,P0824,16.28002127492171
Heart,24,P0825,3.320836819545126
Heart,24,P0826,6.2498163683478305
Heart,24,P0827,9.40628453584355
Heart,24,P0828,5.602618155748148
Heart,24,P0829,12.538607300787408
Heart,24,P0830,4.846502674518651
Heart,24,P0831,21.73891041386376
Heart,24,P0832,22.438978832940162
Heart,24,P0833,7.438909520211964
Heart,24,P0834,8.749895686144676
Heart,24,P0835,12.838955298121453
Heart,24,P0836,3.0807178287759274
Heart,24,P0837,2.8584544073848237
Heart,24,P0838,13.347544279398317
Heart,24,P0839,7.4029173146155305
Heart,24,P0840,5.48259167696286
Heart,24,P0841,6.322755134897016
Heart,24,P0842,1.5005867331854572
Heart,24,P0843,5.602112069075549
Heart,24,P0844,3.9974354859087136
Heart,24,P0845,10.895218798579739
Heart,24,P0846,11.410106953946405
Heart,24,P0847,8.877226800429181
Heart,24,P0848,7.962605415307086
Heart,24,P0849,2.5576094695483333
Heart,24,P0850,8.951910010389284
Heart,24,P0851,9.162507060657155
Heart,24,P0852,13.257940590296155
Heart,24,P0853,22.38535516921367
Heart,24,P0854,2.274919498175017
Heart,24,P0855,4.974848784788827
Heart,24,P0856,4.023374941921598
Heart,24,P0857,6.965611388772283
Heart,24,P0858,6.331405094847303
Heart,24,P0859,5.457723856026393
Heart,24,P0860,11.635301240898857
Heart,24,P0861,3.2434336715014496
Heart,24,P0862,3.362915109900014
Heart,24,P0863,3.3971807886154672
Heart,24,P0864,5.05958527281797
Heart,24,P0865,3.0051483694313688
Heart,24,P0866,6.100301384309765
Heart,24,P0867,5.6870232337118125
Heart,24,P0868,3.9179634945201856
Heart,24,P0869,10.60940448070295
Heart,24,P0870,6.060429993155265
Heart,24,P0871,11.882532788797299
Heart,24,P0872,5.587048547344291
Heart,24,P0873,6.190179827478216
Heart,24,P0874,4.480844923738935
Heart,24,P0875,6.254199425386147
Heart,24,P0876,9.62938975055322
Heart,24,P0877,4.907087217951502
Heart,24,P0878,8.572232907933119
Heart,24,P0879,3.856780985118473
Heart,24,P0880,9.903729563813565
Heart,24,P0881,4.435044165517795
Heart,24,P0882,10.46973793454381
Heart,24,P0883,6.514738007055293
Heart,24,P0884,15.643465823520547
Heart,24,P0885,3.1425684232378086
Heart,24,P0886,2.5903033865490825
Heart,24,P0887,4.339463499814993
Heart,24,P0888,2.736595149977553
Heart,24,P0889,2.739677283846251
Heart,24,P0890,9.119468526436801
Heart,24,P0891,6.264969966329828
Heart,24,P0892,4.7099273556460455
Heart,24,P0893,4.9793706727580584
Heart,24,P0894,4.389162664622479
Heart,24,P0895,16.90657452106682
Heart,24,P0896,4.039729143011159
Heart,24,P0897,2.841126793193825
Heart,24,P0898,10.12605131309129
Heart,24,P0899,5.518067434226028
Heart,24,P0900,21.343458169368624
Heart,24,P0901,4.580268803964253
Heart,24,P0902,10.434019550789456
Heart,24,P0903,12.022735339039441
Heart,24,P0904,4.59367138875688
Heart,24,P0905,4.021796163795728
Heart,24,P0906,9.799202345629192
Heart,24,P0907,8.86770673562435
Heart,24,P0908,2.6942368994590957
Heart,24,P0909,3.191272336102316
Heart,24,P0910,1.3711133410776146
Heart,24,P0911,8.977425808194363
Heart,24,P0912,5.367620790773884
Heart,24,P0913,5.698430681607602
Heart,24,P0914,2.276444080942072
Heart,24,P0915,3.2498851545268943
Heart,24,P0916,4.714796348819784
Heart,24,P0917,4.195807071849769
Heart,24,P0918,6.740827661402685
Heart,24,P0919,8.913455121278101
Heart,24,P0920,24.514103673709446
Heart,24,P0921,6.205716308239456
Heart,24,P0922,12.264668734795162
Heart,24,P0923,3.8171245528462916
Heart,24,P0924,2.299089744908606
Heart,24,P0925,5.084008791000825
Heart,24,P0926,2.4081240448881953
Heart,24,P0927,6.33623644043485
Heart,24,P0928,3.9322374744604867
Heart,24,P0929,1.944331543276058
Heart,24,P0930,17.798179165957794
Heart,24,P0931,4.549166560367797
Heart,24,P0932,2.3511615643381676
Heart,24,P0933,10.765904448597917
Heart,24,P0934,4.056467224122198
Heart,24,P0935,12.08035634363196
Heart,24,P0936,4.04485001088396
Heart,24,P0937,4.540070117623915
Heart,24,P0938,7.724368687848719
Heart,24,P0939,8.965758398169696
Heart,24,P0940,9.959942643613521
Heart,24,P0941,5.951458926690729
Heart,24,P0942,8.624880462792245
Heart,24,P0943,9.82429338096328
Heart,24,P0944,7.083885479010553
Heart,24,P0945,5.765467265397833
Heart,24,P0946,2.6387467843767567
Heart,24,P0947,8.997849142157472
Heart,24,P0948,6.441653681449173
Heart,24,P0949,4.900374148762267
Heart,24,P0950,13.519605465689958
Heart,24,P0951,2.666537703765185
Heart,24,P0952,16.84245630839653
Heart,24,P0953,6.197321008833693
Heart,24,P0954,7.598812443160745
Heart,24,P0955,4.95528459365306
Heart,24,P0956,2.309976434550155
Heart,24,P0957,5.77602154355115
Heart,24,P0958,7.677761356568035
Heart,24,P0959,9.423592057388893
Heart,24,P0960,5.577056629321002
Heart,24,P0961,1.685322880259555
Heart,24,P0962,2.490501918237257
Heart,24,P0963,21.513762459867205
Heart,24,P0964,3.260757336600215
Heart,24,P0965,14.78644297021939
Heart,24,P0966,3.5859700673121804
Heart,24,P0967,5.62942623379219
Heart,24,P0968,9.139503170380186
Heart,24,P0969,3.839585440442777
Heart,24,P0970,16.326836286948932
Heart,24,P0971,6.572656478111408
Heart,24,P0972,8.281230581282635
Heart,24,P0973,5.3490387169597335
Heart,24,P0974,9.325133135678147
Heart,24,P0975,16.19587717392487
Heart,24,P0976,5.80494132787536
Heart,24,P0977,17.730897601588264
Heart,24,P0978,4.351512933666416
Heart,24,P0979,9.933756395757582
Heart,24,P0980,8.422861972712534
Heart,24,P0981,3.3079604687475395
Heart,24,P0982,7.140386405357998
Heart,24,P0983,6.308517050805847
Heart,24,P0984,3.7643144690365378
Heart,24,P0985,7.785651832116557
Heart,24,P0986,6.856895567760309
Heart,24,P0987,6.013030726872074
Heart,24,P0988,6.027513610073147
Heart,24,P0989,5.950498009603878
Heart,24,P0990,5.037255034757516
Heart,24,P0991,6.830388323370511
Heart,24,P0992,4.267945411111618
Heart,24,P0993,30.925057121795696
Heart,24,P0994,2.6963017806352054
Heart,24,P0995,4.422209350069135
Heart,24,P0996,4.636852556626008
Heart,24,P0997,21.365492468946183
Heart,24,P0998,2.844536908500667
Heart,24,P0999,8.109485689569535
Heart,24,P1000,7.290101794695558
Liver,3,P0001,9.026470098957272
Liver,3,P0002,15.514978273836622
Liver,3,P0003,15.325185955076304
Liver,3,P0004,5.63741656144084
Liver,3,P0005,8.301286225269767
Liver,3,P0006,2.4146124081604055
Liver,3,P0007,7.841701235239062
Liver,3,P0008,4.588743977140825
Liver,3,P0009,6.607269910553916
Liver,3,P0010,2.687944784878231
Liver,3,P0011,9.420831666745354
Liver,3,P0012,2.6699474288649725
Liver,3,P0013,8.076598159981014
Liver,3,P0014,3.539893507926193
Liver,3,P0015,4.438051278759248
Liver,3,P0016,14.773562436361047
Liver,3,P0017,10.514452796746552
Liver,3,P0018,14.724634133422692
Liver,3,P0019,18.837249755800652
Liver,3,P0020,4.647348192369106
Liver,3,P0021,18.16293533433566
Liver,3,P0022,3.0669899438158765
Liver,3,P0023,11.561264010400729
Liver,3,P0024,5.495872583971542
Liver,3,P0025,4.228384116062315
Liver,3,P0026,10.683301557772351
Liver,3,P0027,13.026306830748227
Liver,3,P0028,12.796363538252802
Liver,3,P0029,8.405749477646912
Liver,3,P0030,7.997862998415984
Liver,3,P0031,10.136268692714877
Liver,3,P0032,8.866307735223314
Liver,3,P0033,10.224773026156553
Liver,3,P0034,8.351153530331835
Liver,3,P0035,12.251768509631187
Liver,3,P0036,2.783405884297879
Liver,3,P0037,6.829393805429057
Liver,3,P0038,3.2210007515997794
Liver,3,P0039,8.723505906030558
Liver,3,P0040,19.789630838759557
Liver,3,P0041,5.559727692153987
Liver,3,P0042,7.975315573065175
Liver,3,P0043,11.633536783646884
Liver,3,P0044,2.1369214978986824
Liver,3,P0045,5.401807991175693
Liver,3,P0046,9.19545550866307
Liver,3,P0047,1.2992707747828036
Liver,3,P0048,4.112022106180276
Liver,3,P0049,14.303650494578283
Liver,3,P0050,13.48796950381397
Liver,3,P0051,9.249698315223734
Liver,3,P0052,12.544954890111756
Liver,3,P0053,8.40698191235659
Liver,3,P0054,10.31126456230597
Liver,3,P0055,6.114162336356916
Liver,3,P0056,7.920763555905517
Liver,3,P0057,5.0560106747741544
Liver,3,P0058,15.769694152244018
Liver,3,P0059,18.41076680086981
Liver,3,P0060,16.910718986340783
Liver,3,P0061,5.784227073520574
Liver,3,P0062,4.169247552073094
Liver,3,P0063,15.89785503155528
Liver,3,P0064,10.24043727723752
Liver,3,P0065,8.999334272824726
Liver,3,P0066,5.052184626413186
Liver,3,P0067,9.539091855469984
Liver,3,P0068,3.8529271734353934
Liver,3,P0069,10.809630109708516
Liver,3,P0070,16.900310926266574
Liver,3,P0071,19.66081023725774
Liver,3,P0072,11.303522835265058
Liver,3,P0073,3.2245295712480933
Liver,3,P0074,8.317802343768093
Liver,3,P0075,26.67719408888852
Liver,3,P0076,4.387822304173451
Liver,3,P0077,7.13128224491561
Liver,3,P0078,17.25521835530743
Liver,3,P0079,10.700391753177659
Liver,3,P0080,32.72351048664153
Liver,3,P0081,4.760146142904322
Liver,3,P0082,4.080202128775604
Liver,3,P0083,15.401659471459563
Liver,3,P0084,3.6055445846714465
Liver,3,P0085,6.566225793061309
Liver,3,P0086,7.103673702263621
Liver,3,P0087,13.757631440880418
Liver,3,P0088,10.682007465626446
Liver,3,P0089,9.720518381750779
Liver,3,P0090,5.803965978427601
Liver,3,P0091,15.31759873434211
Liver,3,P0092,82.72273103564471
Liver,3,P0093,11.187188720564755
Liver,3,P0094,7.844426852239483
Liver,3,P0095,3.3915336302831345
Liver,3,P0096,5.040529471374764
Liver,3,P0097,6.4998159403512155
Liver,3,P0098,5.361478924851646
Liver,3,P0099,7.318118791766711
Liver,3,P0100,21.47328589555915
Liver,3,P0101,15.616064349777137
Liver,3,P0102,6.717394593924994
Liver,3,P0103,3.578816049197439
Liver,3,P0104,16.484500664017343
Liver,3,P0105,7.17474654241785
Liver,3,P0106,2.622425740637481
Liver,3,P0107,11.330045275403887
Liver,3,P0108,13.672848575277687
Liver,3,P0109,1.7236686528372311
Liver,3,P0110,4.505357367261757
Liver,3,P0111,6.91523945744812
Liver,3,P0112,11.48114984724128
Liver,3,P0113,5.422473351225047
Liver,3,P0114,4.48489399067524
Liver,3,P0115,11.430686643600398
Liver,3,P0116,5.578983414483977
Liver,3,P0117,10.229061035135219
Liver,3,P0118,3.792747183388005
Liver,3,P0119,3.2824831321402757
Liver,3,P0120,11.625041188247975
Liver,3,P0121,8.59784805848597
Liver,3,P0122,12.851665835483995
Liver,3,P0123,5.3679398775436775
Liver,3,P0124,4.585672727552744
Liver,3,P0125,16.717086373686485
Liver,3,P0126,2.9630665882824463
Liver,3,P0127,15.656347495267356
Liver,3,P0128,16.318555335186065
Liver,3,P0129,12.379646448382065
Liver,3,P0130,4.890602418145059
Liver,3,P0131,4.527118742553402
Liver,3,P0132,6.514083570902687
Liver,3,P0133,3.3972836773870942
Liver,3,P0134,4.149482388279156
Liver,3,P0135,10.879067988158301
Liver,3,P0136,10.909232712385096
Liver,3,P0137,3.9363547475487315
Liver,3,P0138,11.085890362024587
Liver,3,P0139,9.704425159041335
Liver,3,P0140,18.282270274212355
Liver,3,P0141,10.396631558938719
Liver,3,P0142,13.945385042958298
Liver,3,P0143,9.837942115198112
Liver,3,P0144,13.30257287568345
Liver,3,P0145,3.4134711498450567
Liver,3,P0146,6.868552090560361
Liver,3,P0147,7.218234104056256
Liver,3,P0148,6.38371382249188
Liver,3,P0149,9.643961596425456
Liver,3,P0150,10.811688232725528
Liver,3,P0151,9.349793394791265
Liver,3,P0152,6.64479386932991
Liver,3,P0153,4.751982750426134
Liver,3,P0154,14.272172244899052
Liver,3,P0155,9.114255169383911
Liver,3,P0156,4.010162182283525
Liver,3,P0157,6.578373162390962
Liver,3,P0158,2.596125635249593
Liver,3,P0159,7.547545179542746
Liver,3,P0160,6.559878191671485
Liver,3,P0161,5.2347538846911394
Liver,3,P0162,19.120481949743503
Liver,3,P0163,3.6925140051301137
Liver,3,P0164,11.289078692845145
Liver,3,P0165,27.440633698484692
Liver,3,P0166,14.102622066099332
Liver,3,P0167,7.250545669125766
Liver,3,P0168,3.7417702052010378
Liver,3,P0169,3.2633774740496673
Liver,3,P0170,5.772290581995408
Liver,3,P0171,4.892970384447089
Liver,3,P0172,4.798348780292453
Liver,3,P0173,6.075181872978043
Liver,3,P0174,6.949375116702323
Liver,3,P0175,9.88607467618407
Liver,3,P0176,3.515993982369785
Liver,3,P0177,4.906955666497537
Liver,3,P0178,6.714012432652067
Liver,3,P0179,6.571281613009518
Liver,3,P0180,22.23914944892528
Liver,3,P0181,8.493897424894403
Liver,3,P0182,2.8062416943988353
Liver,3,P0183,9.496362370899922
Liver,3,P0184,10.25123548708913
Liver,3,P0185,6.854622094533572
Liver,3,P0186,3.567845796644114
Liver,3,P0187,21.217638005993837
Liver,3,P0188,3.8886795466827153
Liver,3,P0189,10.984259833809874
Liver,3,P0190,8.331390070263764
Liver,3,P0191,10.59610339635765
Liver,3,P0192,20.575782028170764
Liver,3,P0193,10.349966917035937
Liver,3,P0194,5.284623956306081
Liver,3,P0195,14.347781989632209
Liver,3,P0196,5.059867665901716
Liver,3,P0197,8.150952624282853
Liver,3,P0198,3.401273210464992
Liver,3,P0199,3.975025899163695
Liver,3,P0200,7.620423931923357
Liver,3,P0201,9.215179086296555
Liver,3,P0202,2.660637155851631
Liver,3,P0203,9.957961886628636
Liver,3,P0204,4.519234468124554
Liver,3,P0205,15.923767579206132
Liver,3,P0206,5.9823971132808165
Liver,3,P0207,3.765296607156101
Liver,3,P0208,7.732890572240783
Liver,3,P0209,4.2642188020676315
Liver,3,P0210,15.821457445402958
Liver,3,P0211,7.39140711279209
Liver,3,P0212,6.746298783614264
Liver,3,P0213,10.538978388820476
Liver,3,P0214,4.043180102766456
Liver,3,P0215,3.4093027791683124
Liver,3,P0216,9.440518907532883
Liver,3,P0217,3.8197981281754516
Liver,3,P0218,3.819020238870658
Liver,3,P0219,12.207537865024086
Liver,3,P0220,10.125312391421414
Liver,3,P0221,3.4823323141972637
Liver,3,P0222,5.096318285538663
Liver,3,P0223,4.2963295554731795
Liver,3,P0224,21.451435770559417
Liver,3,P0225,12.725479666536279
Liver,3,P0226,5.740194486349949
Liver,3,P0227,10.440754120457903
Liver,3,P0228,3.274903124818113
Liver,3,P0229,4.93529431441408
Liver,3,P0230,7.868897467694675
Liver,3,P0231,9.692364877068572
Liver,3,P0232,6.969367849107424
Liver,3,P0233,8.574632255089487
Liver,3,P0234,7.744646852339531
Liver,3,P0235,6.69829863306611
Liver,3,P0236,6.186148282811311
Liver,3,P0237,5.721557602164612
Liver,3,P0238,8.492322373785358
Liver,3,P0239,9.454486148038175
Liver,3,P0240,8.322939522200098
Liver,3,P0241,3.6431247820744157
Liver,3,P0242,4.057809472893522
Liver,3,P0243,9.387031260770735
Liver,3,P0244,17.86786736476759
Liver,3,P0245,8.09664094027209
Liver,3,P0246,5.771886359686479
Liver,3,P0247,8.453700489563191
Liver,3,P0248,3.73559513714297
Liver,3,P0249,16.205746376194107
Liver,3,P0250,8.26439465581343
Liver,3,P0251,4.944746362615
Liver,3,P0252,6.685377778622608
Liver,3,P0253,5.3858667863293075
Liver,3,P0254,16.23228217250541
Liver,3,P0255,6.5447025166788135
Liver,3,P0256,8.110986070027653
Liver,3,P0257,10.425303437655066
Liver,3,P0258,4.737644341187642
Liver,3,P0259,8.29975237218592
Liver,3,P0260,8.711651143707956
Liver,3,P0261,2.908253436602209
Liver,3,P0262,8.598759023605895
Liver,3,P0263,7.188933006253951
Liver,3,P0264,7.988314411599175
Liver,3,P0265,7.548718608243918
Liver,3,P0266,8.632221809118079
Liver,3,P0267,16.484259162316935
Liver,3,P0268,3.641135387843163
Liver,3,P0269,6.017720894592657
Liver,3,P0270,11.022858668370928
Liver,3,P0271,9.860683834651303
Liver,3,P0272,9.734179307713351
Liver,3,P0273,38.557334040717244
Liver,3,P0274,10.68115863926157
Liver,3,P0275,14.564144875234222
Liver,3,P0276,6.145725285964091
Liver,3,P0277,4.072481731488394
Liver,3,P0278,6.11906644033675
Liver,3,P0279,11.326851012276078
Liver,3,P0280,9.431892001034406
Liver,3,P0281,9.411673893913099
Liver,3,P0282,6.497343284712391
Liver,3,P0283,5.904521590747205
Liver,3,P0284,6.633188796973956
Liver,3,P0285,11.412226379212049
Liver,3,P0286,12.236661136448577
Liver,3,P0287,4.0400416858408486
Liver,3,P0288,11.674483183752404
Liver,3,P0289,5.000646787390594
Liver,3,P0290,9.78991712371486
Liver,3,P0291,6.5851726565334845
Liver,3,P0292,18.905882736658647
Liver,3,P0293,5.749743370588817
Liver,3,P0294,8.224907945372841
Liver,3,P0295,10.632931118231813
Liver,3,P0296,4.373767167993142
Liver,3,P0297,7.073007417388118
Liver,3,P0298,6.296847234866837
Liver,3,P0299,5.428766313904252
Liver,3,P0300,5.675542758792354
Liver,3,P0301,14.399719955844871
Liver,3,P0302,5.159654186584094
Liver,3,P0303,10.379624789142621
Liver,3,P0304,8.9241135554848
Liver,3,P0305,3.1957184532101968
Liver,3,P0306,10.089564410888146
Liver,3,P0307,3.1641741014851408
Liver,3,P0308,10.770975867929646
Liver,3,P0309,5.450378272809489
Liver,3,P0310,7.426245033816218
Liver,3,P0311,3.3988326356958143
Liver,3,P0312,7.95204711421769
Liver,3,P0313,12.886371122993614
Liver,3,P0314,4.553156565946099
Liver,3,P0315,5.133048582716858
Liver,3,P0316,9.70627529671052
Liver,3,P0317,9.852950901123963
Liver,3,P0318,1.715136074075953
Liver,3,P0319,24.760355814979533
Liver,3,P0320,10.146533196298616
Liver,3,P0321,11.225087149481135
Liver,3,P0322,6.779312746576304
Liver,3,P0323,2.4273203077721495
Liver,3,P0324,11.07658296118617
Liver,3,P0325,5.263978886340755
Liver,3,P0326,10.240587761109769
Liver,3,P0327,6.479992531662906
Liver,3,P0328,8.52347078883065
Liver,3,P0329,4.641335606999494
Liver,3,P0330,12.411622917019551
Liver,3,P0331,3.6218052027204934
Liver,3,P0332,28.42706417243415
Liver,3,P0333,28.297378871898452
Liver,3,P0334,19.68033180082314
Liver,3,P0335,15.883604146993218
Liver,3,P0336,7.0235654296222965
Liver,3,P0337,14.878660771635651
Liver,3,P0338,6.97473337405123
Liver,3,P0339,2.9092330060927396
Liver,3,P0340,18.209088697506097
Liver,3,P0341,14.545689242883222
Liver,3,P0342,7.251414370359807
Liver,3,P0343,3.5427010532735665
Liver,3,P0344,5.19802940950078
Liver,3,P0345,2.4776552495862587
Liver,3,P0346,13.027317665383864
Liver,3,P0347,2.8236055154627384
Liver,3,P0348,8.77668279159386
Liver,3,P0349,4.453917256570273
Liver,3,P0350,3.139231212000893
Liver,3,P0351,8.525085530028274
Liver,3,P0352,6.047956030810032
Liver,3,P0353,12.218038963601897
Liver,3,P0354,3.4536679450805456
Liver,3,P0355,4.690837850738281
Liver,3,P0356,1.763701410627725
Liver,3,P0357,1.9925037039035618
Liver,3,P0358,21.734817025680144
Liver,3,P0359,25.79443952622052
Liver,3,P0360,7.8118024379551345
